Totalsales;Travel To
345,99;No_Travel To
2070,07;No_Travel To
-160;ALASSIO
80;ALASSIO
-80;ALASSIO
338,61;No_Travel To
1233,75;No_Travel To
2070,07;No_Travel To
128,08;CAGLIARI
591,37;BRUXELLES
75,23;CAGLIARI
-79,98;CAGLIARI
1051,05;ABU DHABI
689,31;AMSTERDAM
128,08;CAGLIARI
195,07;BARI
271,92;TORINO
77,74;NANTES
274,64;FIUMICINO
883,7;BORDEAUX
672,59;TORINO
326,85;CATANIA
276,99;NANTES
450,15;MADRID
804,37;BRUXELLES
135,07;BARI
128,08;CAGLIARI
354,17;AMSTERDAM
314,8;CATANIA
326,85;CATANIA
120;CATANIA
326,85;CATANIA
120;CATANIA
95,74;LUQA
778,72;MADRID
884,31;AMSTERDAM
358,78;BRUXELLES
225,38;AMSTERDAM
77,53;LONDRA
119,08;CAGLIARI
13,12;NIZZA
539,82;NIZZA
155;CAGLIARI
128,08;FIUMICINO
232,96;NIZZA
185;NIZZA
435,38;BORDEAUX
295,58;FIUMICINO
75,47;BRUXELLES
2952,39;CAYENNE
128,08;CAGLIARI
128,08;CAGLIARI
326,85;CATANIA
180,07;CATANIA
165,79;CAGLIARI
169,07;BRINDISI
72,96;CAGLIARI
84,72;FIUMICINO
128,08;FIUMICINO
326,85;CATANIA
128,08;FIUMICINO
375;ABU DHABI
2700,05;ABU DHABI
128,03;FIUMICINO
258,15;MADRID
157,95;FIUMICINO
541,05;LUQA
300,41;FIUMICINO
128,08;CAGLIARI
128,08;CAGLIARI
128,08;CAGLIARI
350,42;PANTELLERIA
13,12;NIZZA
634,82;NIZZA
128,08;FIUMICINO
232,96;NIZZA
435,38;BORDEAUX
295,58;FIUMICINO
738,57;LUXEMGOURG
173,12;PISA
134,24;CAGLIARI
124;No_Travel To
104,23;PISA
299,03;CAGLIARI
299,03;CAGLIARI
296,93;PISA
128,08;CAGLIARI
478,37;BRUXELLES
738,57;LUXEMGOURG
128,08;CAGLIARI
391,88;PARIGI
128,08;CAGLIARI
300,96;NIZZA
376,5;TOLOUSE
314,78;NIZZA
470,53;FIUMICINO
254,8;CATANIA
851,67;ABU DHABI
327,13;CAGLIARI
327,13;CAGLIARI
272,2;PISA
128,08;CAGLIARI
128,08;CAGLIARI
128,08;CAGLIARI
128,08;CAGLIARI
637,65;BASILEA
376,5;TOLOUSE
262,78;NIZZA
521,53;FIUMICINO
691,8;ABU DHABI
326,85;CATANIA
789,85;CATANIA
128,08;FIUMICINO
368,25;ESENBOGA
478,37;BRUXELLES
399,51;LUQA
334,17;AMSTERDAM
308,91;NANTES
76,96;BARI
153,11;MILANO
180,23;FIUMICINO
591,37;BRUXELLES
232,64;MUNCHIN
748,37;BRUXELLES
162,78;WARSAW
456,66;FIUMICINO
275,16;BRINDISI
360,67;ATENE
128,08;CAGLIARI
69,69;CAGLIARI
128,08;FIUMICINO
247,77;NIZZA
232,96;NIZZA
140;FIUMICINO
128,03;FIUMICINO
693,41;BORDEAUX
623,37;BRUXELLES
128,08;CAGLIARI
311,15;MADRID
203,75;WARSAW
304,16;BRINDISI
214,16;BRINDISI
448,42;FRANCOFORTE
528,33;BRUXELLES
229,67;ATENE
128,08;CAGLIARI
128,08;CAGLIARI
510,91;VENEZIA
562,91;VENEZIA
-562,91;VENEZIA
336,21;BRINDISI
126,9;ALGHERO
128,08;CAGLIARI
148,95;VENEZIA
86,86;VENEZIA
128,08;FIUMICINO
128,08;FIUMICINO
128,08;FIUMICINO
128,08;CAGLIARI
162,8;CAGLIARI
220,07;VENEZIA
30;VENEZIA
-220,07;VENEZIA
128,08;CAGLIARI
128,03;CAGLIARI
834,31;AMSTERDAM
534,31;AMSTERDAM
354,91;PALERMO
349,34;ATENE
275,16;BRINDISI
268,16;BRINDISI
177,8;CATANIA
146,8;CATANIA
368,25;ESENBOGA
139,38;BRINDISI
701,21;BRINDISI
77,74;NANTES
209,64;FIUMICINO
226,88;PARIGI
284,8;FIUMICINO
347,78;PARIGI
148,73;FIUMICINO
496,31;GENOVA
314,8;CATANIA
641,31;GENOVA
132,95;FIUMICINO
128,08;CAGLIARI
303,91;PALERMO
235;FIUMICINO
387,31;GENOVA
220,31;GENOVA
128,08;FIUMICINO
128,08;FIUMICINO
128,08;FIUMICINO
158,92;BRINDISI
300,96;NIZZA
173,12;PISA
134,24;CAGLIARI
104,23;PISA
290,09;LAMEZIA TERME
355,51;LUQA
261,78;WARSAW
457,7;FIUMICINO
245,75;CASABLANCA
80,74;LUQA
206,33;CASABLANCA
175,62;FIUMICINO
707,72;MADRID
83,76;BARI
254,8;CATANIA
141,35;FIUMICINO
551,15;MADRID
128,08;CAGLIARI
439,91;VENEZIA
133,47;LUQA
128,08;CAGLIARI
128,03;CAGLIARI
207,8;CATANIA
574,59;TORINO
132,95;FIUMICINO
60;FIUMICINO
128,08;CAGLIARI
128,08;CAGLIARI
128,08;CAGLIARI
1164,25;CASABLANCA
-1164,25;CASABLANCA
146,8;CATANIA
128,08;CAGLIARI
128,08;CAGLIARI
637,65;BASILEA
72,96;CAGLIARI
82,61;BRUXELLES
128,08;CAGLIARI
128,08;CAGLIARI
109,8;ROMA
101,7;MILANO
138,14;BRUXELLES
1664,65;ABU DHABI
162,1;AMSTERDAM
14;FIUMICINO
14;ROMA
8;FIUMICINO
8;ROMA
52,3;ROMA
52,3;NAPOLI
14;NAPOLI
14;FORMIA-GAETA
244;ST. NAZAIRE
131,25;BOUGUENAIS
39;MILANO
109,8;ROMA
14;NAPOLI
14;FORMIA-GAETA
327,48;LA TESTE DE BUC
317,97;LA TESTE DE BUC
-327,48;LA TESTE DE BUC
53,1;ROMA
53,1;NAPOLI
-53,1;NAPOLI
10,65;ROMA
-53,1;ROMA
53,1;NAPOLI
-1492,34;ABU DHABI
1687,27;ABU DHABI
-1492,34;ABU DHABI
327;AGADIR
20,12;AGADIR
13,86;BUDAPEST
532;ST. NAZAIRE
131,25;BOUGUENAIS
321;MADRID
120,66;No_Travel To
133,24;BRUXELLES
14;FIUMICINO
14;ROMA
52,3;ROMA
52,3;NAPOLI
131,72;THE HAGUE
58;ROMA
68,4;BOLOGNA
147,48;BUCAREST
283,5;BUCHAREST
179,75;No_Travel To
52,3;ROMA
52,3;NAPOLI
35,98;CAGLIARI
39,5;ROMA
39,5;BOLOGNA
53,1;ROMA
53,1;NAPOLI
24;No_Travel To
52,3;ROMA
113;MADRID
263,43;THE HAGUE
1687,27;ABU DHABI
-1477;ABU DHABI
250,34;LONDRA
204,96;No_Travel To
312,05;No_Travel To
86,88;HYERES
93,5;NIZZA
-93,5;NIZZA
80,5;NIZZA
79;NIZZA
-80,5;NIZZA
536,3;LA TESTE DE BUC
52,3;ROMA
52,3;NAPOLI
106,05;PARAY VIEILLE P
548,68;No_Travel To
24;No_Travel To
84;No_Travel To
132;No_Travel To
52,3;ROMA
42,8;NAPOLI
1058,82;ABU DHABI
1278,51;ABU DHABI
-1058,82;ABU DHABI
-1105;ABU DHABI
52,3;ROMA
52,3;NAPOLI
93,6;PADOVA
93,6;ROMA
226;MADRID
51,7;TRAPANI
69;ST. JULIANS
146,7;MADRID
12;No_Travel To
109,8;ROMA
109,8;MILANO
53,1;ROMA
53,1;NAPOLI
84;No_Travel To
231,02;No_Travel To
24;No_Travel To
84;No_Travel To
6,8;PONTEDERA-CASCI
52,3;ROMA
6,8;FIRENZE
52,3;FIRENZE
39,5;ROMA
39,5;NAPOLI
52,3;ROMA
52,3;NAPOLI
109,8;ROMA
109,8;MILANO
86,88;HYERES
93,5;NIZZA
-93,5;NIZZA
86,88;HYERES
80,5;NIZZA
-86,88;HYERES
-80,5;NIZZA
536,3;LA TESTE DE BUC
105,3;VENEZIA
105,3;ROMA
490;LUXEMBOURG
-124;No_Travel To
39,5;ROMA
39,5;NAPOLI
463,96;BRUXELLES
490;LUXEMBOURG
245;LUXEMBOURG
-490;LUXEMBOURG
109,8;MILANO
109,8;ROMA
105,3;VENEZIA
105,3;ROMA
110;PARIGI
69;AIX EN PROVENCE
364,59;TOULOUSE
114,3;TORINO
114,3;ROMA
289,19;No_Travel To
34,92;ORLANDO
1677,78;ABU DHABI
-1477;ABU DHABI
53,1;ROMA
53,1;NAPOLI
965,69;ABU DHABI
105,3;VENEZIA
105,3;ROMA
132,6;MULHOUSE
24;No_Travel To
418,56;TOULOUSE
1458,97;ABU DHABI
1526,75;ABU DHABI
-1458,97;ABU DHABI
464,24;BRUXELLES
186;SLIEMA
131,72;THE HAGUE
220;ST. NAZAIRE
138,14;BRUXELLES
52,3;ROMA
52,3;NAPOLI
210;WARSAW
1199,33;ABU DHABI
58;ROMA
68,4;BOLOGNA
747,02;AMMAN
-1012,33;AMMAN
86,88;HYERES
86,45;NIZZA
86,88;HYERES
63,25;NIZZA
-86,88;HYERES
-63,25;NIZZA
99,66;LA TESTE DE BUC
104,9;MERIGNAC
52,3;ROMA
52,3;NAPOLI
138,14;BRUXELLES
32;BOLOGNA
12,5;VENEZIA
105,3;ROMA
339,4;No_Travel To
321;MADRID
221,93;No_Travel To
380;BYDGOSZCZ
98,8;MILANO
107,1;ROMA
63;FOGGIA
109,8;MILANO
109,8;ROMA
114,3;TORINO
114,3;ROMA
52,3;ROMA
52,3;NAPOLI
346,09;No_Travel To
1074,7;ATENE
357,83;No_Travel To
380,98;No_Travel To
446,64;No_Travel To
39,5;ROMA
39,5;BOLOGNA
486,83;No_Travel To
107,1;MILANO
107,1;ROMA
109,8;MILANO
109,8;ROMA
109,8;MILANO
109,8;ROMA
109,8;MILANO
109,8;ROMA
9;DRAVEIL
52,3;ROMA
52,3;NAPOLI
11,3;ROMA
102,6;VENEZIA
11,3;LATINA
102,6;ROMA
11,9;ROMA
111,2;VENEZIA
4;LATINA
111,2;ROMA
35,6;VENEZIA
8,4;FIRENZE
3,4;MEOLO
116;NOORDWIJK AAN Z
-116;NOORDWIJK AAN Z
151,25;No_Travel To
282;ATENE
39,5;ROMA
39,5;NAPOLI
39,5;ROMA
39,5;NAPOLI
52,3;ROMA
52,3;NAPOLI
-1042;ATENE
105,3;VENEZIA
105,3;ROMA
84;No_Travel To
84;No_Travel To
84;No_Travel To
52,3;ROMA
52,3;NAPOLI
52,3;ROMA
52,3;NAPOLI
52,3;NAPOLI
74,5;ROMA
74,5;MILANO
452,94;No_Travel To
107,1;No_Travel To
102,6;VENEZIA
102,6;ROMA
105,3;VENEZIA
105,3;ROMA
7,58;BRUXELLES
265;ST. NAZAIRE
133;BOUGUENAIS
241,2;No_Travel To
109,8;MILANO
109,8;ROMA
465;PARIGI
-75;REGGIO CALABRIA
39,5;ROMA
39,5;NAPOLI
105,3;VENEZIA
105,3;ROMA
52,3;ROMA
52,3;NAPOLI
1631,14;CAYENNE
39,5;ROMA
39,5;NAPOLI
52,3;ROMA
52,3;NAPOLI
103;MILANO
103;ROMA
52,3;ROMA
52,3;NAPOLI
10,5;ROMA
10,5;NAPOLI
-52,3;ROMA
-52,3;NAPOLI
128,7;MILANO
128,7;NAPOLI
109,8;ROMA
109,8;MILANO
305,9;No_Travel To
126,45;No_Travel To
98,8;MILANO
107,1;ROMA
14;FIUMICINO
14;ROMA
54,2;ROMA
54,2;FIRENZE
286,02;No_Travel To
369,62;No_Travel To
96,3;ROMA
20,7;PADOVA
90,1;AIX EN PROVENCE
109,56;No_Travel To
-89;No_Travel To
89;No_Travel To
1526,75;ABU DHABI
-1350;ABU DHABI
186;SLIEMA
230;WARSAW
377,12;CASABLANCA
120;ST. JULIANS
806,54;CASABLANCA
113;MADRID
52,3;ROMA
52,3;NAPOLI
103;MILANO
103;ROMA
109,8;MILANO
109,8;ROMA
109;No_Travel To
68,4;ROMA
68,4;ROMA
68,4;BOLOGNA
58;ROMA
1;ROMA
77,4;BOLOGNA
1;LA RUSTICA
456;NOVARA
-456;NOVARA
398,96;No_Travel To
57,27;ORLANDO
79,7;GENOVA
13,86;BUDAPEST
68,4;BOLOGNA
68,4;ROMA
321;MADRID
6,8;PONTEDERA-CASCI
52,3;ROMA
6,8;FIRENZE
52,3;FIRENZE
58;ROMA
68,4;BOLOGNA
12;No_Travel To
158,29;No_Travel To
318,46;PALERMO
50;NAPOLI
11,1;PIACENZA
58;BOLOGNA
-58;BOLOGNA
58;ROMA
22,3;BOLOGNA
-58;ROMA
-22,3;BOLOGNA
18,8;PIACENZA
68,4;BOLOGNA
68,4;ROMA
29,3;BOLOGNA
5,9;BOLOGNA
-29,3;BOLOGNA
190,69;No_Travel To
18,8;PIACENZA
68,4;BOLOGNA
68,4;ROMA
29,3;BOLOGNA
2,1;ROMA
5,9;BOLOGNA
-68,4;ROMA
-29,3;BOLOGNA
58;ROMA
90,9;VERONA
77;ROMA
107,1;ROMA
107,1;MILANO
109,8;ROMA
101,7;MILANO
109,8;ROMA
109,8;MILANO
108;ROMA
110;ROMA
113,4;NAPOLI
22,7;NAPOLI
-113,4;NAPOLI
98,51;VERONA
65,96;No_Travel To
53,1;ROMA
53,1;NAPOLI
537,97;CASABLANCA
-537,97;CASABLANCA
132,6;MULHOUSE
151,19;No_Travel To
70;MATERA
95;TORINO
95;TORINO
512;MISTERBIANCO
-512;MISTERBIANCO
1070,03;CATANIA
288,4;No_Travel To
217,45;No_Travel To
419,79;No_Travel To
448;MISTERBIANCO
-448;MISTERBIANCO
90;TAORMINA
324;CATANIA
320;CATANIA
92,66;No_Travel To
110;NAPOLI
386,92;No_Travel To
512,06;No_Travel To
77;CAGLIARI
87,39;No_Travel To
104,91;No_Travel To
320;MISTERBIANCO
1200;CATANIA
355;LECCE
245,77;No_Travel To
180;FORLI
80,89;No_Travel To
265;CASTIGLIONE DEL
160;ROMA
862,58;CATANIA
276,05;No_Travel To
242;ROMA
356;ABANO TERME
270;MARSALA
87,94;No_Travel To
242,39;No_Travel To
263,29;No_Travel To
128,53;No_Travel To
77,15;No_Travel To
280;PANTELLERIA
267,52;No_Travel To
104,91;No_Travel To
348,11;No_Travel To
50;ZOPPOLA
161,94;No_Travel To
436;LA SPEZIA
333,6;LA SPEZIA
320;LA SPEZIA
300;ASSEMINI
300;ASSEMINI
-300;ASSEMINI
320;LA SPEZIA
300;ASSEMINI
60;MILANO
63;MILANO
-60;MILANO
73;PORTOGRUARO
77;CAGLIARI
171;TORINO
199,26;No_Travel To
50;ZOPPOLA
300;ASSEMINI
116,9;No_Travel To
455;CAGLIARI
-1950;CAGLIARI
75;CAGLIARI
63;CAGLIARI
75;CAGLIARI
100;ROMA
104,91;No_Travel To
132,04;No_Travel To
315;CATANIA
91,71;No_Travel To
100;BARI
93;MILANO
81,68;No_Travel To
284;LECCE
275,85;No_Travel To
213;CARBONIA
120,16;No_Travel To
106,2;ROMA
109,25;VENEZIA
86;BIELLA
53,1;MANFREDONIA
71,1;ROMA
44,87;No_Travel To
161,64;No_Travel To
73;PORTOGRUARO
355;LECCE
249,11;No_Travel To
112,23;No_Travel To
44,1;MANFREDONIA
219,82;No_Travel To
370;ALGHERO
201,71;No_Travel To
210;FOLIGNO
87,4;No_Travel To
439;TARQUINIA
-369;TARQUINIA
138,87;No_Travel To
149,44;No_Travel To
87,39;No_Travel To
87,4;No_Travel To
174,8;No_Travel To
122,35;No_Travel To
131,1;No_Travel To
337;PESCHIERA BORRO
267;PESCHIERA BORRO
-337;PESCHIERA BORRO
300;ASSEMINI
130,2;PALERMO
242,45;No_Travel To
100;AIELLI
280;NOVARA
240;TARQUINIA
-240;TARQUINIA
382;SPINETTA MARENG
320;DOMODOSSOLA
70;CIVITAVECCHIA
-70;CIVITAVECCHIA
60;TERRANUOVA BRAC
400;DOMODOSSOLA
58;GALATINA
75;TARQUINIA
71;LECCE
50;ZOPPOLA
236,93;No_Travel To
236,93;No_Travel To
100;AIELLI
267,52;No_Travel To
315,91;No_Travel To
354,03;No_Travel To
236;MANFREDONIA
324;CATANIA
288;CATANIA
110,41;No_Travel To
96,7;No_Travel To
280;CERVIA
412,02;No_Travel To
213,5;No_Travel To
242,78;No_Travel To
182,09;No_Travel To
59,76;ISTRANA
252,32;ISTRANA
355;LECCE
244;MILANO
75;REGGIO CALABRIA
50;ZOPPOLA
89,1;ROMA
104,1;ROMA
-89,1;ROMA
266,4;ROMA
180;DOMODOSSOLA
333,45;ROMA
222,3;ROMA
-333,45;ROMA
186,12;No_Travel To
320;DOMODOSSOLA
80;TIVOLI
420;SESTO SAN GIOVA
160;ALASSIO
196,66;No_Travel To
45;NOTO
82,11;No_Travel To
160;ALASSIO
86;BIELLA
88;BIELLA
-88;BIELLA
75;CINISI
296;CAGLIARI
-296;CAGLIARI
190;CAGLIARI
78;CINISI
75;CINISI
226,68;No_Travel To
320;ALASSIO
-2560;ALASSIO
279,78;No_Travel To
160;ALASSIO
160;ALASSIO
96,7;No_Travel To
74;ROMA
87,39;No_Travel To
133,2;ROMA
66,6;ROMA
74,6;ROMA
53,9;ROMA
74;VILLAFRANCA DI
89,1;ROMA
340;TORINO
300;ASSEMINI
300;ASSEMINI
-300;ASSEMINI
153;CROTONE
80,53;No_Travel To
109,24;No_Travel To
150;ROMA
-150;ROMA
95;MILANO
75,05;VENEZIA
79,8;VENEZIA
71,1;ROMA
109,25;VENEZIA
129;MILANO
-258;MILANO
180;DOMODOSSOLA
320;DOMODOSSOLA
481,12;No_Travel To
222,83;No_Travel To
178,27;No_Travel To
222,83;No_Travel To
280;NOVARA
496;NOVARA
392;NOVARA
80;DOMODOSSOLA
98;NOVARA
140;ARONA
45;NOTO
65;FERRARA
-190;SESTO SAN GIOVA
117;MILANO
-244;MILANO
266,4;ROMA
174,99;TERRANUOVA BRAC
-159,99;TERRANUOVA BRAC
52,45;No_Travel To
300;CINISI
300;CINISI
75;CINISI
92;PIACENZA
240;TERRANUOVA BRAC
240;TERRANUOVA BRAC
180;TERRANUOVA BRAC
240;TERRANUOVA BRAC
-240;TERRANUOVA BRAC
240;TERRANUOVA BRAC
58,45;No_Travel To
92;PIACENZA
58;GALATINA
53,1;MANFREDONIA
53,1;MANFREDONIA
75,73;No_Travel To
72;CATANIA
100;ROMA
110;ROMA
115;ROMA
-110;ROMA
190;TORINO
80;ROMA
166,96;No_Travel To
300;CINISI
300;CINISI
75;CINISI
104,6;No_Travel To
108,6;ROMA
398,77;No_Travel To
148;ROMA
90;FIUMICINO
153,29;No_Travel To
148;ROMA
180;ROMA
-180;ROMA
190;ROMA
74;ROMA
210;CATANIA
190;VILLAPUTZU QUIR
-190;VILLAPUTZU QUIR
148;ROMA
90;FIUMICINO
148;ROMA
400;ROMA
148;ROMA
190;ROMA
60,61;No_Travel To
236;NOVARA
148;ROMA
90;FIUMICINO
-148;ROMA
-90;FIUMICINO
1250,46;No_Travel To
405;BISCARROSSE
480;BISCARROSSE
-480;BISCARROSSE
273,6;KONYA
341,84;No_Travel To
689,6;TOULOUSE
561,1;TOULOUSE
-689,6;TOULOUSE
561,1;TOULOUSE
-561,1;TOULOUSE
14;FIUMICINO
1,5;ROMA
14;ROMA
1,5;ROMA
109,8;ROMA
109,8;MILANO
539,75;LA TESTE DE BUC
-539,75;LA TESTE DE BUC
81,84;CAGLIARI
109,8;ROMA
360;TRANSINNE
114,6;PARAY VIEILLE P
993,9;CAYENNE
109,8;ROMA
109,8;MILANO
22;ROMA
-109,8;ROMA
22;MILANO
-109,8;MILANO
430;BISCARROSSE
-430;BISCARROSSE
344;BISCARROSSE
114,3;TORINO
114,3;ROMA
101,84;CAGLIARI
456;KONYA
14;FIUMICINO
14;ROMA
280,55;No_Travel To
109,8;ROMA
109,8;MILANO
484;BISCARROSSE
14;FIUMICINO
14;ROMA
14;ROMA
405;BISCARROSSE
97,79;CAGLIARI
14;ROMA
114,6;PARAY VIEILLE P
993,9;CAYENNE
44,5;ROMA
44,5;NAPOLI
14;ROMA
10,98;AGADIR
52,3;ROMA
52,3;NAPOLI
388,56;SPATAS
-495,28;SPATAS
497,34;No_Travel To
201,2;SALY PORTUDAL
2806;SALY PORTUDAL
109,8;MILANO
109,8;ROMA
91,84;CAGLIARI
83,96;No_Travel To
97,79;CAGLIARI
14;ROMA
478,07;No_Travel To
142,3;ANTONY
653,63;FT. WALTON BEAC
14;ROMA
14;ROMA
58,5;SALERNO
53,2;ROMA
53,2;SALERNO
53,2;ROMA
52,3;ROMA
52,3;NAPOLI
72,9;TORINO
1,5;ROMA
77,4;BOLOGNA
1,5;CIAMPINO
114,3;ROMA
-113;MADRID
281,15;No_Travel To
653,63;FT. WALTON BEAC
144;KONYA
311,79;TANGIER
274,65;No_Travel To
240,08;No_Travel To
228;BRUZ
105;BRUZ
269,82;CATANIA
405;BISCARROSSE
456;KONYA
95,44;LA TESTE DE BUC
206,91;ROTTERDAM
74,5;ROMA
74,5;MILANO
52,3;ROMA
52,3;NAPOLI
176,57;No_Travel To
43;No_Travel To
129,8;PARAY VIEILLE P
268,2;DIEGEM
96,3;ROMA
96,3;PADOVA
245,12;No_Travel To
352,98;No_Travel To
750;LUXEMBOURG
405;BISCARROSSE
536,5;LA TESTE DE BUC
405;BISCARROSSE
-536,5;LA TESTE DE BUC
430;BISCARROSSE
-430;BISCARROSSE
750;LUXEMBOURG
111,76;No_Travel To
490,22;FT. WALTON BEAC
54,2;FIRENZE
54,2;ROMA
418,86;TOULOUSE
114,3;TORINO
114,3;ROMA
106,4;TORINO
114,3;ROMA
178,48;No_Travel To
321;MADRID
1355;No_Travel To
7,35;PARMA
77,4;BOLOGNA
77,4;ROMA
19,4;BOLOGNA
19,4;PARMA
54,2;ROMA
44,7;FIRENZE
2787,03;KUWAIT CITY
60;FIUMICINO
96,3;PADOVA
96,3;ROMA
101,7;ROMA
109,8;MILANO
115,9;NAPOLI
89,9;MILANO
222;NOORDWIJK AAN Z
-222;NOORDWIJK AAN Z
250,86;No_Travel To
109,8;ROMA
109,8;MILANO
376,26;TOULOUSE
376,26;TOULOUSE
-376,26;TOULOUSE
100,62;TOULOUSE
2,1;LATINA
25,2;NAPOLI
52,3;ROMA
2,6;CAMPOLEONE
109,8;ROMA
103;MILANO
46,8;BRESCIA
31,5;MILANO
109,8;ROMA
77,4;BOLOGNA
750;LUXEMBOURG
219,22;No_Travel To
74,5;ROMA
74,5;MILANO
307,71;TANGIER
487,98;CASABLANCA
127,8;No_Travel To
304,62;No_Travel To
52,3;ROMA
52,3;NAPOLI
39,5;ROMA
39,5;NAPOLI
55;ROMA
55;NAPOLI
301,55;No_Travel To
70,46;No_Travel To
70,46;No_Travel To
128,7;VENEZIA
128,7;NAPOLI
228;BRUZ
105;BRUZ
95,44;LA TESTE DE BUC
226;MADRID
52,3;ROMA
54,9;NAPOLI
39,5;ROMA
39,5;NAPOLI
10,39;KORSOR
39,5;ROMA
39,5;NAPOLI
128,7;MILANO
128,7;NAPOLI
487,98;CASABLANCA
81,22;CASABLANCA
114,3;ROMA
114,3;TORINO
569,22;No_Travel To
421,1;No_Travel To
52,3;ROMA
52,3;NAPOLI
296,86;No_Travel To
441;AVIGNON
105,3;VENEZIA
105,3;ROMA
355,59;No_Travel To
150,34;BRUXELLES
570;ATENE
4,4;FIRENZE
4,4;EMPOLI
54,2;ROMA
54,2;FIRENZE
54,2;ROMA
60,3;FIRENZE
52,3;NAPOLI
128,7;VENEZIA
128,7;NAPOLI
101,7;ROMA
109,8;MILANO
311,79;TANGIER
109,8;MILANO
109,8;ROMA
109,8;MILANO
109,8;ROMA
144,25;ORLY
109,8;MILANO
109,8;ROMA
109,8;MILANO
109,8;ROMA
109,8;MILANO
109,8;ROMA
109,8;MILANO
109,8;ROMA
120;MAROUSI
139,98;VENEZIA
100;MAROUSI
264;HOOFDDORP
-176;HOOFDDORP
100,11;HOOFDDORP
296;NOORDWIJK AAN Z
-296;NOORDWIJK AAN Z
30,5;No_Travel To
109,8;MILANO
109,8;MILANO
109,8;ROMA
48,4;ROMA
48,4;NAPOLI
52,3;ROMA
52,3;NAPOLI
109,8;MILANO
109,8;ROMA
109,8;MILANO
109,8;ROMA
42,8;ROMA
42,8;NAPOLI
52,3;ROMA
52,3;NAPOLI
107,96;No_Travel To
332,01;ATENE
52,3;ROMA
14;FIUMICINO
14;ROMA
52,3;NAPOLI
96,3;PADOVA
96,3;ROMA
54,2;ROMA
44,7;FIRENZE
109,8;ROMA
109,8;MILANO
101,7;ROMA
89,9;MILANO
45,5;ROMA
45,5;MILANO
74,5;ROMA
74,5;MILANO
680,74;No_Travel To
77,4;BOLOGNA
77,4;ROMA
491,5;ORLANDO
257,85;SAINT MALO
135;SAINT MALO
135;PARIGI
1431,04;CAYENNE
112,6;ATHIS MONS
144,25;ORLY
201,2;SALY PORTUDAL
39,5;ROMA
39,5;NAPOLI
615,35;MALANG
-615,35;MALANG
128,7;MILANO
128,7;NAPOLI
487,98;CASABLANCA
81,22;CASABLANCA
91,2;TORINO
114,3;ROMA
109,8;MILANO
105,3;ROMA
105,3;VENEZIA
19,45;TRIESTE
20,4;VENEZIA
105,3;ROMA
109,8;MILANO
109,8;ROMA
14;FIUMICINO
14;ROMA
109,8;MILANO
109,8;ROMA
79,7;ROMA
217,96;No_Travel To
246;AVIGNON
251,81;CASABLANCA
428,92;No_Travel To
81,9;ROVIGO
96,3;ROMA
39,5;ROMA
39,5;NAPOLI
-113;MADRID
285,3;CASABLANCA
39,5;ROMA
39,5;NAPOLI
96,3;PADOVA
96,3;ROMA
109,8;ROMA
109,8;MILANO
579,05;MALANG
52;MALANG
-579,05;MALANG
114,3;TORINO
114,3;ROMA
109,8;MILANO
109,8;ROMA
39,5;MILANO
39,5;FIRENZE
579,05;MALANG
52;MALANG
-579,05;MALANG
52,3;ROMA
52,3;NAPOLI
79,7;GENOVA
44,5;ROMA
44,5;LA SPEZIA
109,8;ROMA
109,8;MILANO
91,2;TORINO
114,3;ROMA
52,3;ROMA
52,3;NAPOLI
39,5;ROMA
39,5;NAPOLI
114,3;TORINO
86,5;ROMA
13,75;MILANO
64,5;NAPOLI
64,5;FIRENZE
52,3;ROMA
52,3;NAPOLI
44,5;ROMA
44,5;LA SPEZIA
39,5;ROMA
39,5;NAPOLI
52,3;ROMA
52,3;NAPOLI
52,3;ROMA
52,3;NAPOLI
52,3;ROMA
52,3;NAPOLI
109,8;ROMA
-109,8;ROMA
109,8;MILANO
109,8;ROMA
109,8;ROMA
109,8;MILANO
43,95;ROMA
-109,8;ROMA
109,8;ROMA
109,8;MILANO
110;ROMA
138,35;NAPOLI
116,68;NAPOLI
546,68;FIUMICINO
12,4;TORINO
52,3;NAPOLI
110;ROMA
110;ROMA
39,5;ROMA
39,5;NAPOLI
110;ROMA
110;ROMA
147,97;No_Travel To
147,97;No_Travel To
109,8;MILANO
109,8;ROMA
109,8;MILANO
68,4;ROMA
182,72;PARIGI
139,7;PARAY VIEILLE P
523,1;PARIGI
579,05;MALANG
58;MALANG
-579,05;MALANG
1230,14;LAS VEGAS
-1097,59;LAS VEGAS
304,07;No_Travel To
18;No_Travel To
109,8;MILANO
109,8;ROMA
872,51;LUND
130,03;FIUMICINO
623,96;VENEZIA
703,8;BORDEAUX
56,12;FIUMICINO
286,2;KONYA
165,78;CAGLIARI
294,96;VENEZIA
344,74;TOLOUSE
68,81;MILANO
130,03;FIUMICINO
130,03;CAGLIARI
703,8;BORDEAUX
-703,8;BORDEAUX
215,79;CAGLIARI
84,31;CATANIA
84,31;CATANIA
130,03;CAGLIARI
206,63;CIAMPINO
301,53;CAYENNE
213,86;FIUMICINO
114,11;FIUMICINO
-213,86;FIUMICINO
130,03;FIUMICINO
598,8;BORDEAUX
165;BORDEAUX
161,07;CATANIA
165,79;CAGLIARI
130,03;FIUMICINO
279,2;KONYA
128,03;CAGLIARI
589,72;AMSTERDAM
703,84;BORDEAUX
130,03;CAGLIARI
130,03;FIUMICINO
295,74;BORDEAUX
366,72;FIUMICINO
